product_id,actual_price,discounted_price,Discount_percentage
B00Y4ORQ46,795.0,755.0,
B074CWD7MS,2495.0,2370.0,
B083342NKJ,399.0,379.0,
B09C6HXFC1,1799.0,1709.0,
B00A0VCJPI,2499.0,2374.0,
B00UGZWM2I,800.0,760.0,
B00R1P3B4O,549.0,522.0,
B0B3MWYCHQ,9999.0,9499.0,
B09DG9VNWB,29999.0,28499.0,
B09Y5MP7C4,3499.0,3324.0,
B01DJJVFPC,315.0,299.0,
B07DFYJRQV,1499.0,1424.0,
B08L879JSN,13750.0,13063.0,
B08TDJNM3G,59.0,56.0,
B06XSK3XL6,999.0,949.0,
B07YNTJ8ZM,999.0,949.0,
B09KGV7WSV,5999.0,5699.0,
B08DPLCM6T,21990.0,20891.0,
B07KR5P3YD,699.0,664.0,
B08FB2LNSZ,2999.0,2849.0,
B01IBRHE3E,499.0,474.0,
B01N6LU1VF,1400.0,1330.0,
B07XLML2YS,3299.0,3134.0,
B086WMSCN3,5999.0,5699.0,
B003B00484,499.0,474.0,
B085194JFL,499.0,474.0,
B09F6S8BT6,22900.0,21755.0,
B003L62T7W,375.0,356.0,
B09P18XVW6,4999.0,4749.0,
B00LZLPYHW,160.0,152.0,
B09NHVCHS9,199.0,189.0,
B00NNQMYNE,499.0,474.0,
B0B217Z5VK,3999.0,3799.0,
B07B88KQZ8,2999.0,2849.0,
B01M4GGIVU,699.0,664.0,
B07Z3K96FR,1499.0,1424.0,
B0756CLQWL,3999.0,3799.0,
B004IO5BMQ,995.0,945.0,
B09Z6WH2N1,499.0,474.0,
B01HGCLUH6,1699.0,1614.0,
B01N4EV2TL,1995.0,1895.0,
B08MZQBFLN,4999.0,4749.0,
B0752LL57V,440.0,418.0,
B08K4PSZ3V,999.0,949.0,
B09Z28BQZT,3999.0,3799.0,
B094DQWV9B,399.0,379.0,
B0BBMPH39N,999.0,949.0,
B097JQ1J5G,499.0,474.0,
B07YY1BY5B,4999.0,4749.0,
B08VRMK55F,699.0,664.0,
B08CHZ3ZQ7,799.0,759.0,
B08SCCG9D4,2000.0,1900.0,
B0972BQ2RS,9999.0,9499.0,
B00ZRBWPA0,180.0,171.0,
B0B2DD66GS,2900.0,2755.0,
B09M869Z5V,999.0,949.0,
B07W6VWZ8C,1999.0,1899.0,
B07Z1X6VFC,999.0,949.0,
B07YL54NVJ,999.0,949.0,
B0759QMF85,2399.0,2279.0,
B00LM4X0KU,100.0,95.0,
B08PFSZ7FH,1499.0,1424.0,
B012MQS060,1795.0,1705.0,
B01MF8MB65,999.0,949.0,
B00LHZWD0C,315.0,299.0,
B08QDPB1SL,220.0,209.0,
B07BRKK9JQ,1599.0,1519.0,
B01EZ0X3L8,1650.0,1568.0,
B00LM4W1N2,600.0,570.0,
B0949SBKMP,6990.0,6641.0,
B08YD264ZS,2499.0,2374.0,
B094JNXNPV,399.0,379.0,
B00GZLB57U,699.0,664.0,
B07V82W5CN,2198.0,2088.0,
B077Z65HSD,999.0,949.0,
B08HD7JQHX,499.0,474.0,
B0B31FR4Y2,9999.0,9499.0,
B09Y14JLP3,499.0,474.0,
B09ZHCJDP1,1000.0,950.0,
B08C4Z69LN,3500.0,3325.0,
B016XVRKZM,4100.0,3895.0,
B00LHZW3XY,180.0,171.0,
B098JYT4SY,1190.0,1131.0,
B08CFCK6CW,7999.0,7599.0,
B09P564ZTJ,1599.0,1519.0,
B07MSLTW8Z,1999.0,1899.0,
B09N6TTHT6,99.0,94.0,
B09W5XR9RT,1999.0,1899.0,
B098R25TGC,2999.0,2849.0,
B0B2PQL5N3,999.0,949.0,
B07DKZCZ89,499.0,474.0,
B08GYG6T12,800.0,760.0,
B09BN2NPBD,3495.0,3320.0,
B00J4YG0PC,720.0,684.0,
B073BRXPZX,590.0,561.0,
B08LHTJTBB,1999.0,1899.0,
B07VTFN6HM,7350.0,6983.0,
B008QS9J6Y,2595.0,2465.0,
B09M8888DM,799.0,759.0,
B07Z1YVP72,999.0,949.0,
B082FTPRSK,1999.0,1899.0,
B09RF2QXGX,299.0,284.0,
B01KK0HU3Y,1499.0,1424.0,
B07JF9B592,699.0,664.0,
B086394NY5,2490.0,2366.0,
B00NH11PEY,750.0,713.0,
B017PDR9N0,499.0,474.0,
B07NC12T2R,4990.0,4741.0,
B07WKBD37W,999.0,949.0,
B08JMC1988,2490.0,2366.0,
B09GFN8WZL,999.0,949.0,
B095X38CJS,99.0,94.0,
B07ZKD8T1Q,2999.0,2849.0,
B07G3YNLJB,3100.0,2945.0,
B00P93X2H6,75.0,71.0,
B0798PJPCL,2699.0,2564.0,
B09GFWJDY1,1499.0,1424.0,
B09MZ6WZ6V,999.0,949.0,
B094QZLJQ6,7999.0,7599.0,
B07L3NDN24,799.0,759.0,
B08WD18LJZ,600.0,570.0,
B09CMM3VGK,499.0,474.0,
B06XDKWLJH,5734.0,5447.0,
B01J1CFO5I,550.0,523.0,
B07J2NGB69,1390.0,1321.0,
B00MUTWLW4,3295.0,3130.0,
B08QSC1XY8,1099.0,1044.0,
B017NC2IPM,2911.0,2765.0,
B00N1U7JXM,175.0,166.0,
B08HQL67D6,599.0,569.0,
B09RKFBCV7,7999.0,7599.0,
B08KHM9VBJ,3250.0,3088.0,
B01IOZUHRS,499.0,474.0,
B00CEQEGPI,2295.0,2180.0,
B08B6XWQ1C,995.0,945.0,
B01DGVKBC6,499.0,474.0,
B008FWZGSG,599.0,569.0,
B08JD36C6H,450.0,428.0,
B00E3DVQFS,1109.0,1054.0,
B0B4HJNPV4,999.0,949.0,
B00BN5SNF0,250.0,238.0,
B09SGGRKV8,499.0,474.0,
B07XLCFSSN,1900.0,1805.0,
B09RZS1NQT,999.0,949.0,
B084BR3QX8,999.0,949.0,
B09VC2D2WG,1499.0,1424.0,
B09163Q5CD,1929.0,1833.0,
B08K9PX15C,1499.0,1424.0,
B083RD1J99,399.0,379.0,
B09Z7YGV3R,699.0,664.0,
B00N3XLDW0,400.0,380.0,
B07Z53L5QL,1499.0,1424.0,
B00P93X0VO,120.0,114.0,
B07SBGFDX9,120.0,114.0,
B09C6HWG18,1999.0,1899.0,
B00NH11KIK,695.0,660.0,
B07X2L5Z8C,2295.0,2180.0,
B00VA7YYUO,99.0,94.0,
B07L9FW9GF,249.0,237.0,
B08D64C9FN,2799.0,2659.0,
B07XJYYH7L,999.0,949.0,
B00LOD70SC,210.0,200.0,
B09X76VL5L,3490.0,3316.0,
B091JF2TFD,1299.0,1234.0,
B07S7DCJKS,499.0,474.0,
B09NC2TY11,5999.0,5699.0,
B0BDS8MY8J,999.0,949.0,
B09X7DY7Q4,1800.0,1710.0,
B09YV575RK,9999.0,9499.0,
B08LW31NQ6,2890.0,2746.0,
B09ND94ZRG,5999.0,5699.0,
B00P93X6EK,160.0,152.0,
B07KRCW6LZ,1599.0,1519.0,
B0994GP1CX,999.0,949.0,
B07H8W9PB6,499.0,474.0,
B09NNHFSSF,4700.0,4465.0,
B08D9NDZ1Y,4333.0,4116.0,
B0085IATT6,1800.0,1710.0,
B08WJ86PV2,990.0,941.0,
B078HRR1XV,4699.0,4464.0,
B09P22HXH6,5490.0,5216.0,
B00LM4X3XE,100.0,95.0,
B09YLFHFDW,2790.0,2651.0,
B07YWS9SP9,999.0,949.0,
B002PD61Y4,1208.0,1148.0,
B08WLY8V9S,899.0,854.0,
B0873L7J6X,3999.0,3799.0,
B07YNHCW6N,2499.0,2374.0,
B07232M876,395.0,375.0,
B01MQ2A86A,1645.0,1563.0,
B00KIE28X0,310.0,295.0,
B08BQ947H3,149.0,142.0,
B0BHYJ8CVF,1499.0,1424.0,
B0BCVJ3PVP,1299.0,1234.0,
B0B2931FCV,4199.0,3989.0,
B09TMZ1MF8,4000.0,3800.0,
B07VV37FT4,250.0,238.0,
B07P681N66,2199.0,2089.0,
B07JB2Y4SR,100.0,95.0,
B08KRMK9LZ,5999.0,5699.0,
B08LT9BMPP,1995.0,1895.0,
B082T6V3DT,2100.0,1995.0,
B0814ZY6FP,1199.0,1139.0,
B09F3PDDRF,999.0,949.0,
B07X963JNS,2499.0,2374.0,
B09LD3116F,3990.0,3791.0,
B08Y5QJTVK,200.0,190.0,
B00LY1FN1K,230.0,219.0,
B07DJ5KYDZ,2796.0,2656.0,
B009LJ2BXA,999.0,949.0,
B09BVCVTBC,3499.0,3324.0,
B0BFWGBX61,349.0,332.0,
B07SY4C3TD,723.0,687.0,
B094JB13XL,5999.0,5699.0,
B08CRRQK6Z,12499.0,11874.0,
B08MTLLSL8,1290.0,1226.0,
B08Y57TPDM,200.0,190.0,
B09CYTJV3N,5999.0,5699.0,
B07GLNJC25,499.0,474.0,
B08FY4FG5X,2499.0,2374.0,
B07TMCXRFV,1599.0,1519.0,
B01FSYQ2A4,2990.0,2841.0,
B00LZPQVMK,320.0,304.0,
B08X77LM8C,999.0,949.0,
B01EJ5MM5M,3875.0,3681.0,
B08J82K4GX,19110.0,18155.0,
B07Z1Z77ZZ,999.0,949.0,
B00DJ5N9VK,150.0,143.0,
B0B4DT8MKT,1499.0,1424.0,
B08FGNPQ9X,2999.0,2849.0,
B07NTKGW45,899.0,854.0,
B08CDKQ8T6,349.0,332.0,
B08J4PL1Z3,1490.0,1416.0,
B07XJWTYM2,1999.0,1899.0,
B09939XJX8,1500.0,1425.0,
B09MDCZJXS,5499.0,5224.0,
B08CTQP51L,1499.0,1424.0,
B0BG62HMDJ,775.0,736.0,
B08GTYFC37,32000.0,30400.0,
B08SBH499M,1300.0,1235.0,
B08FYB5HHK,1999.0,1899.0,
B0994GFWBH,999.0,949.0,
B0B5GJRTHB,1999.0,1899.0,
B09GBBJV72,2199.0,2089.0,
B07P434WJY,1999.0,1899.0,
B07T9FV9YP,1799.0,1709.0,
B01GGKZ0V6,845.0,803.0,
B08WKFSN84,1099.0,1044.0,
B09TBCVJS3,7999.0,7599.0,
B08TR61BVK,1499.0,1424.0,
B0B2CPVXHX,1499.0,1424.0,
B08XNL93PL,2999.0,2849.0,
B088GXTJM3,1299.0,1234.0,
B099S26HWG,300.0,285.0,
B08461VC1Z,1995.0,1895.0,
B00K32PEW4,535.0,508.0,
B09F9YQQ7B,24999.0,23749.0,
B07LFWP97N,1099.0,1044.0,
B0746N6WML,450.0,428.0,
B07W9KYT62,3999.0,3799.0,
B0B5ZF3NRK,599.0,569.0,
B08D9MNH4B,7005.0,6655.0,
B078G6ZF5Z,1199.0,1139.0,
B09MKG4ZCM,2999.0,2849.0,
B07RZZ1QSW,799.0,759.0,
B08BCKN299,999.0,949.0,
B07222HQKP,999.0,949.0,
B00NFD0ETQ,2895.0,2750.0,
B075DB1F13,1500.0,1425.0,
B0148NPH9I,3195.0,3035.0,
B01JOFKL0A,6355.0,6037.0,
B09Q8HMKZX,699.0,664.0,
B079S811J3,2999.0,2849.0,
B0083T231O,1499.0,1424.0,
B086PXQ2R4,165.0,157.0,
B07L1N3TJX,3499.0,3324.0,
B07YFWVRCM,7500.0,7125.0,
B01GGKYKQM,700.0,665.0,
B08TDJ5BVF,39.0,37.0,
B09XXZXQC1,37999.0,36099.0,
B083T5G5PM,1990.0,1891.0,
B0BHVPTM2C,1949.0,1852.0,
B0B86CDHL1,899.0,854.0,
B01NBX5RSB,1547.0,1470.0,
B08MWJTST6,1299.0,1234.0,
B07R99NBVB,599.0,569.0,
B08R69VDHT,499.0,474.0,
B00LY12TH6,230.0,219.0,
B09RWZRCP1,999.0,949.0,
B08497Z1MQ,700.0,665.0,
B07KNM95JK,1150.0,1093.0,
B09Q3M3WLJ,1499.0,1424.0,
B09B9SPC7F,1299.0,1234.0,
B09CMP1SC8,499.0,474.0,
B099SD8PRP,1090.0,1036.0,
B09YLXYP7Y,399.0,379.0,
B00S2SEV7K,100.0,95.0,
B08WKCTFF3,1999.0,1899.0,
B08498D67S,1800.0,1710.0,
B00C3GBCIS,499.0,474.0,
B00URH5E34,39.0,37.0,
B00EYW1U68,3599.0,3419.0,
B08SMJT55F,3990.0,3791.0,
